CLASS;sub-class 1;sub-class 2;sub-class 3;sub-class 4;sub-class 5;Synonym;Modification proposée;NB DE RELATIONS POSITIVE (Facteurs de risque);NB DE RELATIONS NEGATIVES (Facteurs protecteurs);NB DE RELATIONS NS;Relations Flous;DOI Distincts;Définition;Outils;Autres outils utilisés pour ces variables
Intrapersonal factor related to DEAB;Body image and self-esteem;Cognitive dimension of body image and self-esteem;Body norms internalization;Internalization of muscular/athletic;;;;;;;;;"""Refers to the desire to attain a muscular or athletic figure"" (Schaefer et al., 2015)";;
Intrapersonal factor related to DEAB;Body image and self-esteem;Cognitive dimension of body image and self-esteem;Body norms internalization;General internalization;;;;;;;;;"""Refers to the assimilation of beauty standards disseminated by the media through magazines and television"" (Rousseau et al., 2010)";;
Intrapersonal factor related to DEAB;Body image and self-esteem;Cognitive dimension of body image and self-esteem;Body norms internalization;Internality;;;;;;;;;"""Refers to the personal wills capabilities"" (Di Corrado et al., 2021)";;
Intrapersonal factor related to DEAB;Body image and self-esteem;Cognitive dimension of body image and self-esteem;Body norms internalization;Internalization in sport;;;;;;;;;Refers to the process by which an individual accepts society’s beauty ideals and adopts behaviors aimed at achieving that ideal in the context of sport (Ricardo et al., 2024);;
Intrapersonal factor related to DEAB;Body image and self-esteem;Cognitive dimension of body image and self-esteem;Body norms internalization;Internalization of body shape model;;;;;;;;;"""Refers to the influences that favour the internalization of the slender body shape model""(Toro et al., 2009)";;
Intrapersonal factor related to DEAB;Body image and self-esteem;Cognitive dimension of body image and self-esteem;Body norms internalization;Muscular ideal internalization;;;;;;;;;Refers to a figure that is lean, but muscular and athletic, with well-developed and defined upper body muscles (i.e., chest, arms, and shoulders) a v-shaped torso, and a slim waist and hips (Schaefer et al., 2015);;
Intrapersonal factor related to DEAB;Body image and self-esteem;Cognitive dimension of body image and self-esteem;Body norms internalization;Sociocultural attitudes toward appearance-internalization;;;;;;;;;Refers to social comparison (extent to which individuals compare themselves to body ideals) and internalization (extent to which individuals value body ideals) (Chatterton et al., 2017);;
Intrapersonal factor related to DEAB;Body image and self-esteem;Cognitive dimension of body image and self-esteem;Body norms internalization;Subjective norm related to gain muscle mass;;;;;;;;;Refers to an individual’s perception of social approval or expectations from significant others regarding their efforts to increase muscle mass (Chaba et al., 2019);;
Intrapersonal factor related to DEAB;Body image and self-esteem;Cognitive dimension of body image and self-esteem;Body norms internalization;Thin ideal internalization;;Your body and sports;;;;;;;"Refers to ""the degree to which participants endorse cultural ideals for thinness"" (Pallotto et al., 2à22)";;
Intrapersonal factor related to DEAB;Body image and self-esteem;Cognitive dimension of body image and self-esteem;Cognitive fusion body image;;;;;;;;;;It is an emotional process that refers to an excessive attachment to the content of one's thoughts, which are perceived as facts, rather than subjective and transitory interpretations of reality (Gillanders et al., 2014);;
Intrapersonal factor related to DEAB;Body image and self-esteem;Cognitive dimension of body image and self-esteem;Eating concern;;;;;;;;;;"""Focuses on the fear of losing control over eating and
apprehension about what to eat"" (Silva et al., 2011)";;
Intrapersonal factor related to DEAB;Body image and self-esteem;Cognitive dimension of body image and self-esteem;Importance of appearance beliefs;;;;;;;;;;"Refers to beliefs about the significance individuals attribute to their physical appearance, reflected in the cognitive and behavioral investment they place in managing and evaluating their appearance. (Cash, 2000; Vossbeck-Elsebusch et al., 2014).";;
Intrapersonal factor related to DEAB;Body image and self-esteem;Cognitive dimension of body image and self-esteem;Importance of appearance beliefs;Perceived importance of being physically fit and in-shape;;;;;;;;;"""Refers to the women’s endorsement of U.S. cultural values concerning attractiveness and beauty, including the perceived importance of Being Physically Fit and In-Shape"" (Greenleaf et al., 2010)";;
Intrapersonal factor related to DEAB;Body image and self-esteem;Cognitive dimension of body image and self-esteem;Importance of appearance beliefs;Perceived importance of being attractive and thin;;;;;;;;;Perceived importance of being attractive and thin is defined as the degree to which individuals internalize and endorse societal standards—particularly Western ideals—that emphasize thinness and physical attractiveness as important values (Petrie et al., 1996);;
Intrapersonal factor related to DEAB;Body image and self-esteem;Cognitive dimension of body image and self-esteem;Muscularity-related intentions;;;;;;;;;;"Defined as individuals’ cognitive plans and deliberate intentions to increase muscle mass or enhance muscular appearance, reflecting the cognitive dimension of body image and self-esteem (Ajzen, 1991; Cash, 2004)";;
Intrapersonal factor related to DEAB;Body image and self-esteem;Cognitive dimension of body image and self-esteem;Muscularity-related intentions;Intention to gain muscle mass/to lean body mass;;;;;;;;;Refers to an individual’s conscious and planned commitment to increase muscle or lean body mass through specific exercise behaviors (Chaba et al., 2021);;
Intrapersonal factor related to DEAB;Body image and self-esteem;Cognitive dimension of body image and self-esteem;Muscularity-related intentions;Intention to gain muscle mass;;;;;;;;;Refers to an individual’s conscious and planned commitment to increase muscular size through targeted exercise behaviors (Chaba et al., 2019);;
Intrapersonal factor related to DEAB;Body image and self-esteem;Global self-worth;;;;;;;;;;;"""Overall positive or negative way an individual feel about themselves"" (Fox, 2000; Fox and Corbin, 1989)";;
Intrapersonal factor related to DEAB;Body image and self-esteem;Global self-worth;Common humanity;;;;;;;;;;"""Perceiving experiences as connected to other people"" (Adam, 2021)";;
Intrapersonal factor related to DEAB;Body image and self-esteem;Global self-worth;Global physical self;;;;;;;;;;"""From the psychosocial perspective, the physical self refers to a composite self-description of a perceived feeling or experience based on one’s bodily movement, such as health, fitness levels, sport competence, physical appearance, and global self-esteem"" (Fox and Corbin 1989).";;
Intrapersonal factor related to DEAB;Body image and self-esteem;Global self-worth;Health orientation;;;;;;;;;;Extent of investment in a physically healthy lifestyle (Cash, 2000);;
Intrapersonal factor related to DEAB;Body image and self-esteem;Global self-worth;Illness orientation;;;;;;;;;;Extent of reactivity to being or becoming ill (Cash, 2000);;
Intrapersonal factor related to DEAB;Body image and self-esteem;Global self-worth;Impression construction;;;;;;;;;;"""Representing the individual's behaviours to create the impression of being fit, toned and as an exerciser"" (Gomes et al., 2011)";;
Intrapersonal factor related to DEAB;Body image and self-esteem;Global self-worth;Impression motivation;;;;;;;;;;"""Representing an individual's desire to be perceived as being fit, toned or as an exerciser"" (Gomes et al., 2011)";;
Intrapersonal factor related to DEAB;Body image and self-esteem;Global self-worth;Isolation;;;;;;;;;;Measures a key component of self-criticism and lack of self-compassion. Example item: “When I fail at something important to me, I tend to feel alone in my failure” (Adam, 2021);;
Intrapersonal factor related to DEAB;Body image and self-esteem;Global self-worth;Mindfulness;;;;;;;;;;"""Holding thoughts and feelings in a state of balanced awareness"" (Adam, 2021)";;
Intrapersonal factor related to DEAB;Body image and self-esteem;Global self-worth;Over identification;;;;;;;;;;"""Refers to becoming entangled with one’s suffering by exaggerating or dramatizing negative thoughts and experiences, losing clarity and balance, and allowing these negative aspects to dominate one’s self-perception"" (Neff et al., 2018)";;
Intrapersonal factor related to DEAB;Body image and self-esteem;Global self-worth;Self-compassion;;;;;;;;;;"""Described as being touched by and open to one's own suffering, not avoiding or disconnecting from it, generating the desire to alleviate one's suffering and to heal oneself with kindness"" (Adam et al., 2021)";;
Intrapersonal factor related to DEAB;Body image and self-esteem;Global self-worth;Self-criticism;;;;;;;;;;"""The evaluation of one’s own behavior and attributes, with recognition of one’s weaknesses, errors, and shortcomings"" (American Psychological Association dictionary)";;
Intrapersonal factor related to DEAB;Body image and self-esteem;Global self-worth;Fitness and health/illness evaluation;;;;;;;;;;Refers to the extent to which individuals perceive themselves as physically fit, in good condition, healthy, and free from illness (Cash et al., 1990);;
